[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
1010,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1011,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1012,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1013,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1014,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1015,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1016,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1017,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1018,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1019,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1020,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1021,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1022,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1023,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1024,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1025,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1026,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1027,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1028,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1029,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1030,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1031,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1032,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1033,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1034,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1035,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1036,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1037,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1038,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1039,Roh-- Hilfs- und Betriebsstoffe (Bestand),ROH-- HILFS- UND BETRIEBSSTOFFE (BESTAND),Asset,Debit,,,,K1BA11,,,,,,,,,,
1040,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),UNFERTIGE ERZEUGNISSE- UNFERTIGE LEISTUNGEN (BESTAND),Asset,Debit,Yes,,NOTINVOICEDRECEIVABLES_ACCT,K1BA12,,,,,,,,,,
1041,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),UNFERTIGE ERZEUGNISSE- UNFERTIGE LEISTUNGEN (BESTAND),Asset,Debit,,,,K1BA12,,,,,,,,,,
1042,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),UNFERTIGE ERZEUGNISSE- UNFERTIGE LEISTUNGEN (BESTAND),Asset,Debit,,,,K1BA12,,,,,,,,,,
1043,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),UNFERTIGE ERZEUGNISSE- UNFERTIGE LEISTUNGEN (BESTAND),Asset,Debit,,,,K1BA12,,,,,,,,,,
1044,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),UNFERTIGE ERZEUGNISSE- UNFERTIGE LEISTUNGEN (BESTAND),Asset,Debit,,,,K1BA12,,,,,,,,,,
1045,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),UNFERTIGE ERZEUGNISSE- UNFERTIGE LEISTUNGEN (BESTAND),Asset,Debit,,,,K1BA12,,,,,,,,,,
1046,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),UNFERTIGE ERZEUGNISSE- UNFERTIGE LEISTUNGEN (BESTAND),Asset,Debit,,,,K1BA12,,,,,,,,,,
1047,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),UNFERTIGE ERZEUGNISSE- UNFERTIGE LEISTUNGEN (BESTAND),Asset,Debit,,,,K1BA12,,,,,,,,,,
1048,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),UNFERTIGE ERZEUGNISSE- UNFERTIGE LEISTUNGEN (BESTAND),Asset,Debit,,,,K1BA12,,,,,,,,,,
1049,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),UNFERTIGE ERZEUGNISSE- UNFERTIGE LEISTUNGEN (BESTAND),Asset,Debit,,,,K1BA12,,,,,,,,,,
1050,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1051,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1052,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1053,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1054,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1055,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1056,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1057,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1058,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1059,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1060,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1061,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1062,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1063,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1064,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1065,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1066,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1067,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1068,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1069,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1070,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1071,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1072,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1073,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1074,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1075,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1076,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1077,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1078,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1079,Unfertige Erzeugnisse,UNFERTIGE ERZEUGNISSE,Asset,Debit,,,,K1BA12,,,,,,,,,,
1080,Unfertige Leistungen,UNFERTIGE LEISTUNGEN,Asset,Debit,Yes,,PJ_WIP_ACCT,K1BA12,,,,,,,,,,
1081,Unfertige Leistungen,UNFERTIGE LEISTUNGEN,Asset,Debit,,,,K1BA12,,,,,,,,,,
1082,Unfertige Leistungen,UNFERTIGE LEISTUNGEN,Asset,Debit,,,,K1BA12,,,,,,,,,,
1083,Unfertige Leistungen,UNFERTIGE LEISTUNGEN,Asset,Debit,,,,K1BA12,,,,,,,,,,
1084,Unfertige Leistungen,UNFERTIGE LEISTUNGEN,Asset,Debit,,,,K1BA12,,,,,,,,,,
1085,Unfertige Leistungen,UNFERTIGE LEISTUNGEN,Asset,Debit,,,,K1BA12,,,,,,,,,,
1086,Unfertige Leistungen,UNFERTIGE LEISTUNGEN,Asset,Debit,,,,K1BA12,,,,,,,,,,
1087,Unfertige Leistungen,UNFERTIGE LEISTUNGEN,Asset,Debit,,,,K1BA12,,,,,,,,,,
1088,Unfertige Leistungen,UNFERTIGE LEISTUNGEN,Asset,Debit,,,,K1BA12,,,,,,,,,,
1089,Unfertige Leistungen,UNFERTIGE LEISTUNGEN,Asset,Debit,,,,K1BA12,,,,,,,,,,
1090,In Ausführung befindliche Bauaufträge,IN AUSFÜHRUNG BEFINDLICHE BAUAUFTRÄGE,Asset,Debit,,,,K1BA13,,,,,,,,,,
1091,In Ausführung befindliche Bauaufträge,IN AUSFÜHRUNG BEFINDLICHE BAUAUFTRÄGE,Asset,Debit,,,,K1BA13,,,,,,,,,,
1092,In Ausführung befindliche Bauaufträge,IN AUSFÜHRUNG BEFINDLICHE BAUAUFTRÄGE,Asset,Debit,,,,K1BA13,,,,,,,,,,
1093,In Ausführung befindliche Bauaufträge,IN AUSFÜHRUNG BEFINDLICHE BAUAUFTRÄGE,Asset,Debit,,,,K1BA13,,,,,,,,,,
1094,In Ausführung befindliche Bauaufträge,IN AUSFÜHRUNG BEFINDLICHE BAUAUFTRÄGE,Asset,Debit,,,,K1BA13,,,,,,,,,,
1095,In Arbeit befindliche Aufträge ,IN ARBEIT BEFINDLICHE AUFTRÄGE ,Asset,Debit,,,,K1BA14,,,,,,,,,,
1096,In Arbeit befindliche Aufträge ,IN ARBEIT BEFINDLICHE AUFTRÄGE ,Asset,Debit,,,,K1BA14,,,,,,,,,,
1097,In Arbeit befindliche Aufträge ,IN ARBEIT BEFINDLICHE AUFTRÄGE ,Asset,Debit,,,,K1BA14,,,,,,,,,,
1098,In Arbeit befindliche Aufträge ,IN ARBEIT BEFINDLICHE AUFTRÄGE ,Asset,Debit,,,,K1BA14,,,,,,,,,,
1099,In Arbeit befindliche Aufträge ,IN ARBEIT BEFINDLICHE AUFTRÄGE ,Asset,Debit,,,,K1BA14,,,,,,,,,,
110,Konzessionen ,KONZESSIONEN ,Asset,Debit,,,,100,,,,,,,,,,
1100,Fertige Erzeugnisse und Waren (Bestand),FERTIGE ERZEUGNISSE UND WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1101,Fertige Erzeugnisse und Waren (Bestand),FERTIGE ERZEUGNISSE UND WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1102,Fertige Erzeugnisse und Waren (Bestand),FERTIGE ERZEUGNISSE UND WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1103,Fertige Erzeugnisse und Waren (Bestand),FERTIGE ERZEUGNISSE UND WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1104,Fertige Erzeugnisse und Waren (Bestand),FERTIGE ERZEUGNISSE UND WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1105,Fertige Erzeugnisse und Waren (Bestand),FERTIGE ERZEUGNISSE UND WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1106,Fertige Erzeugnisse und Waren (Bestand),FERTIGE ERZEUGNISSE UND WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1107,Fertige Erzeugnisse und Waren (Bestand),FERTIGE ERZEUGNISSE UND WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1108,Fertige Erzeugnisse und Waren (Bestand),FERTIGE ERZEUGNISSE UND WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1109,Fertige Erzeugnisse und Waren (Bestand),FERTIGE ERZEUGNISSE UND WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1110,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1111,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1112,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1113,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1114,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1115,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1116,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1117,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1118,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1119,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1120,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1121,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1122,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1123,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1124,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1125,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1126,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1127,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1128,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1129,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1130,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1131,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1132,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1133,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1134,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1135,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1136,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1137,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1138,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1139,Fertige Erzeugnisse (Bestand),FERTIGE ERZEUGNISSE (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1140,Waren (Bestand),WAREN (BESTAND),Asset,Debit,Yes,,W_INVENTORY_ACCT,K1BA15,,,,,,,,,,
1141,* Lager Bestandswert Korrektur,* LAGER BESTANDSWERT KORREKTUR,Asset,Debit,Yes,,W_INVACTUALADJUST_ACCT,K1BA15,,,,,,,,,,
1142,* Lager Differenzkorrektur Gewinn / Verlust,* LAGER DIFFERENZKORREKTUR GEWINN / VERLUST,Expense,Debit,Yes,,W_DIFFERENCES_ACCT,K1BA15,,,,,,,,,,
1143,* Lager Differenzkorrektur Marktwert,* LAGER DIFFERENZKORREKTUR MARKTWERT,Expense,Debit,Yes,,W_REVALUATION_ACCT,K1BA15,,,,,,,,,,
1144,* Lager Bestand Zwischenkonto,LAGER BESTAND ZWISCHENKONTO,Asset,Debit,Yes,,P_INVENTORYCLEARING_ACCT,K1BA15,,,,,,,,,,
1145,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1146,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1147,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1148,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1149,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1150,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1151,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1152,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1153,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1154,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1155,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1156,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1157,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1158,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1159,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1160,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1161,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1162,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1163,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1164,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1165,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1166,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1167,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1168,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1169,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1170,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1171,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1172,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1173,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1174,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1175,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1176,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1177,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1178,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1179,Waren (Bestand),WAREN (BESTAND),Asset,Debit,,,,K1BA15,,,,,,,,,,
1180,Geleistete Anzahlungen auf Vorräte,PREPAYMENTS FOR FUTURE EXPENSE,Asset,Debit,Yes,,V_PREPAYMENT_ACCT,K1BA16,,,,,,,,,,
1181,Geleistete Anzahlungen 7% Vorsteuer,GELEISTETE ANZAHLUNGEN 7% VORSTEUER,Asset,Debit,,,,1180,,,,,,,,,,
